,id,author_id,author_handle,author_name,author_description,author_location,author_verified,text,is_reply,like_count,quote_count,reply_count,retweet_count,created_at,matched_rules,labels
11,1378769313520353280,463376408,TonyMontague1,Tony Montague,Out of the shadows and into the fire! Speaker of Truths. Guilty of Thought Crimes!,Boston area.,False,@DonaldJTrumpJr I hate to say it. But your father rushing a Vaccine has put us in this mess of Vaccine Passports. Almost like he has the same boss as Biden! 🤔,False,0,0,0,0,2021-04-04 17:59:55 UTC,vaccines,-1.0
12,1378648530462646273,328826963,mattarraxxzzee,MATTARRAXXZZEE,"NiGerian and I'm a Male.

Certified Noisemaker 🔊🔊🔊🔊",Planet Earth,False,Please help me with covid-19 vaccine (AstraZeneca) registration link 🙏🙏🙏🙏.,False,0,0,0,0,2021-04-04 09:59:58 UTC,"az-vaccine,vaccines",1.0
13,1378580611204538370,1369465601333329923,stlvaccinewatch,STL Vaccine Watch,"Notifying you when COVID-19 vaccine appointments are available in the STL area.
Created by @pcarn9
If you want to support this bot: https://t.co/dOV2xe7b0d","St. Louis, MO",False,"Vaccine appointments available at Walgreens Saint Louis on Apr 8. Sign up here, zip code 63116:
https://t.co/z7hLZHrEAo (as of 12:23)",False,0,0,0,0,2021-04-04 05:30:05 UTC,vaccines,0.0
14,1378697638019665921,3508155853,Jenisey123,Jennifer Pruitt,"News junkie, Coffeeholic, introvert with the biggest smile. PoliSci Grad socially liberal, fiscally conservative 🇺🇸 GoBeach","Long Beach, CA",False,New Yorkers ages 16 and older will become eligible for the coronavirus vaccine Tuesday #GetVaccinated #COVID #coronavirus #NYC,False,0,0,0,0,2021-04-04 13:15:06 UTC,vaccines,0.0
15,1378560470697844736,24491635,JazzieThuqqins,SmoothJazz,"A girl with too much time on her hands.💞
#FreeBri She didn't do nuffin!","League City, TX",False,I can't wait until I get my car back or a new car so I can get this damn Vaccine. I'M READT TO GO OUTSIDE AGAIN.,False,0,0,0,0,2021-04-04 04:10:03 UTC,vaccines,1.0
16,1378681310600966145,182023453,MrRichAnthony,"Rich Anthony, Esq. (BSc)",Former DV-cleared government scientist. ‘Weirdo and misfit with odd skills’. Pro-train and bus. #legacybenefits. Expect politics. RT/likes not endorsements.,Here. And there.,False,"@BorisJohnson @Keir_Starmer @NicolaSturgeon @fmwales @DUPleader @moneillsf With #VaccinePassports or certificates, it must have the facility to allow certification that some people are exempt from the vaccine as well as having had it. Those who haven’t had a vaccine...",False,0,0,1,0,2021-04-04 12:10:13 UTC,vaccines,0.0
17,1378779389115080713,1186953647063752704,OlwethuDlamin,Harriet Spectre,IG: @olwethudlamini✨,🇿🇦🇺🇸,False,When you start feeling the affects of the vaccine: https://t.co/P7KRItui44,False,0,0,0,0,2021-04-04 18:39:57 UTC,vaccines,0.0
18,1378735323979583494,2312675749,bringyourvoice,lizking she/her,"journaling by/about/for non-conformist womxn who embrace new learnings in our decades 7, 8, 9+, celebrate african roots, and remain vocal in community",the african diaspora,False,"""By and large, the pandemic’s effects, especially vis-a-vis the vaccine system, has shone a spotlight on society’s strong ableist mindset... Not all disabled people are high risk candidates for infection, but many are."" -Steven Aquino (@steven_aquino)
https://t.co/9MDQwnYc4L",False,0,0,0,0,2021-04-04 15:44:51 UTC,vaccines,-1.0
19,1378629660687400962,3231270424,M_Bizquits,MHMB🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇸🇮🇪🇪🇺🏳️‍🌈🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Views are Father Jack’s 🟥 YES! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Women’s safety is more important than men’s feelz. Pronouns: Get a grip, FFS, it’s a cult.",Beautiful Alba 🏴󠁧󠁢󠁳󠁣󠁴󠁿,False,"Got some vaccine side effects, woke up a few times shivering &amp; covered in sweat, feel better in that sense now but am very achy/dizzy/trembly &amp; worst is the headache from hell, brrr! 🥴🤕

Paracetamol &amp; Kindle for breakfast, might watch some cute films and do bugger all 🤡  💊 💊",False,0,0,0,0,2021-04-04 08:44:59 UTC,vaccines,0.0
20,1378502580742074368,78001994,allentien,Allen Y. Tien MD MHS 田一彦,"Life-course development science, psychiatry, epidemiology-biostat, informatics, behavioral health ecosystem, suicide prevention, #WillieKohler art, semantics做人","Baltimore, 地球, Cape Breton           P(A|B)=P(B|A)P(A)/P(B)",False,Increasing failure of #CounterfactualReasoning: consequences of largely eliminated infectious diseases are far worse than imagined and actual vaccine side effects. That does not mean that vaccines should not be further improved. #SharedFacts,False,0,0,0,0,2021-04-04 00:20:01 UTC,vaccines,-1.0
21,1378727836966658048,608212866,Dublin2012champ,Dublin mum,Happily married mum of two wonderful boy's life is good.,Dublin,False,@yanoosh69 @rtenews 100% better to be vaccinated than not. But as I’ve platelet issues &amp; risk of clotting I’d prefer to not have AZ &amp; I think it should be a choice that’s given to people. I’d be much happier to get Pfizer I’d be afraid to risk AZ.,True,0,0,0,0,2021-04-04 15:15:06 UTC,az-vaccine,-1.0
22,1378764277285224452,874336274,_CristalBall,Tu mejor opción✨,I’d rather be on the dance floor 💃,Arizona,False,We used to drive from CA back to AZ right after the rave &amp; go straight to work 😬 like wuut https://t.co/daZsrR8WkN,True,0,0,0,0,2021-04-04 17:39:54 UTC,az-vaccine,
23,1378676210834812935,2387273971,sweetteatime55,"New year, hopeful","I'm 4 ending poverty, mass incarceration fighting racism- love innovation Blocked by Kirstie Alley, @ali & followed by @Rosie @eugenegu No DMS #FBR Biden/Harris",Atlanta,False,"@KevinBrooks8715 @11AliveNews That's what it's called, but I saw many get the virus still after getting 2 doses prob not everyone but this virus is different. https://t.co/u7meWMr47g",True,0,0,0,0,2021-04-04 11:49:57 UTC,vaccines,-1.0
24,1378712731528921092,317558918,BordeauxShawty,✨Bone✨,St. Peter Chanel alum. The Ohio State University alum.,With Bae,False,Thursday me. Immune system about to get activated. https://t.co/8nEvF38hqd,True,0,0,0,0,2021-04-04 14:15:05 UTC,vaccines,1.0
25,1378671202743508993,1208724053097365505,Dianne50689540,Covid-19 😷🌸💙🌺,"graphic designer, can’t stand bullies, #VoteOutHate, blue 🌊 🌊 🌊 🌊.",Everywhere,False,This is a stupid take because schools require children to be vaccinated sooooo. 🤷🏽‍♀️ your logic is flawed. https://t.co/8YsKuEP7rN,True,0,0,0,0,2021-04-04 11:30:03 UTC,vaccines,0.0
26,1378735324520714242,110368039,veltcardio,Velt,"no information given. 
i give no information.",Montevideo,False,@Reuters They  are already hoarding all of the vaccine doses that were intended for the covax program so it’s hard to feel sympathy,True,0,0,0,0,2021-04-04 15:44:51 UTC,vaccines,0.0
27,1378585617316085761,388690015,CC_Stormsworder,Danielle Walters,"Best Buy Mobile sales, devout Christian, avid gamer, Twitch Affiliate...? Love God, love people. Condensed ball of anxiety on legs. Views are totally my own.",Mississippi,False,"@Cyndancer Awesome, great to see this :D just finished my second moderna one yesterday",True,0,0,0,0,2021-04-04 05:49:58 UTC,m-vaccine,1.0
28,1378589363328663552,20584666,niallerc,NiallerC,Hopefully get vaccinated this year,Outer Space,False,@DunlaingRob @Ilovecanada13 @brianbloop2 @D0bs @johnredwood Our 1% percent of that would have helped enormously but then we're into vaccine nationalism.,True,0,0,0,0,2021-04-04 06:04:51 UTC,vaccines,-1.0
29,1378607102927593474,1537990224,denafreeman22,Dena Freeman,The only thing necessary for evil to Triumph is for good people to do nothing.,"Phoenix, AZ",False,Pretty much https://t.co/anQ4e7dzU3,True,0,0,0,0,2021-04-04 07:15:21 UTC,vaccines,
30,1378610818296786944,1368560296718049282,viobinene,Vio Binaenae,"I pretend you're mine all the damn time. 'Cause I like you.

Stream #folklore #evermore #driverslicense #LoveStoryTaylorsVersion",Taguig City,False,"3 shots i want this year

Cumshots
Vaccine shots
Bukkake cumshots. Charot! https://t.co/KweLEmGSyt",True,0,0,0,0,2021-04-04 07:30:07 UTC,vaccines,1.0
31,1378778123324555268,305864034,alexgoldstein87,Formerly Known as Alex Goldstein,"Former pro wrestling ref that worked in 18 states, 7 countries, & 3 continents~! Coach, Teacher, Soccer Fanatic, & Libertarian~! @CPaizrp is my better half~!","Austin, TX~!",False,"@kimozilla https://t.co/lBS5vqB1PK 
What a vaccine passport entails (which would had been suggested as a government mandate) is showing proof you’ve been vaccinated. I’m not anti vacc, but it’s not the government’s business to know my medical records. Also this is costly.",True,0,0,0,0,2021-04-04 18:34:55 UTC,vaccines,0.0
32,1378681312140263427,294743,marcusf,Marcus Frödin,"Dad & husband. VP Engineering, Marketplace at Spotify. Unwieldy mix of personal and professional. Apologies in advance.","Brooklyn, NY",False,Kind of absurd to see Sweden both be so far behind on vaccines and not be able to fill vaccine appointments. Too rigorous set of rules slows down already limited supply of vaccine? Anyway if you know someone 75+ in Swede tell them to hustle up a bit https://t.co/v1HCYc761o,True,0,0,0,0,2021-04-04 12:10:14 UTC,vaccines,0.0
33,1378834764610830338,933522073263202304,unorthodoxras,Zélie 🧝🏿‍♀️,"Faithless is he that says farewell when the road darkens. #BLM. #EndSARS. #FreeHaiti. Small person, big personality. Xaymacan. 🇯🇲.✊🏾. ♍️. $unorthodoxras",Mi Owna Lane,False,Lol. Keeping my thoughts to myself. https://t.co/Wo1qEuFP3V,True,0,0,0,0,2021-04-04 22:20:00 UTC,"m-vaccine,vaccines",
34,1378526481945595905,34150694,Karimack,Kari ♌️☘️🗽,"NYRangers, NYGiants, NYMets, Whovian,  just an aging teenybopper who loves pop culture!",New York City,False,@TruckersVote Yep!  Got my second Moderna shot on Thursday.,True,0,0,0,0,2021-04-04 01:54:59 UTC,m-vaccine,1.0
35,1378512629245825031,247568475,blair8000a,Blair,"Lawyer, investor. Worked in/advised Hi Tech & many other businesses. IPOs, securities, corporate, tech and govmt law. Investor for over 35 yrs.",North America,False,@OttawaCitizen Has anyone actually been contacted to receive a vaccine at pharmacies today? I’ve been talking to neighbours and friends who signed up early and they’re still waiting. Did Ottawa actually receive any vaccines for pharmacies yet? Is this just PR?,True,0,0,0,0,2021-04-04 00:59:56 UTC,vaccines,-1.0
36,1378574350266335232,836913216,RaltzKlamar,RaltzKlamar,Board games and rawrs. Occasionally paid to make websites. Amateur RPG designer constantly distracted by other RPGs. He/Him. BLM. ♠️ Icon: @JungaBeast,"Virginia, USA",False,"Even if you're doing it for an altruistic purpose: ""I want other people who need it more to get it""

You still help with herd immunity. GET IT. https://t.co/kPqKcHrPUm",True,0,0,0,0,2021-04-04 05:05:12 UTC,vaccines,1.0
37,1378836109086576651,1259204278931030026,Munaelekwa1,Omalichanwa,Believer|| Student Pharmacist|| feminist.,"Abuja, Nigeria",False,Cancer next🙏🙏 https://t.co/twzw0UVNRg,True,0,0,0,0,2021-04-04 22:25:20 UTC,"m-vaccine,vaccines",
38,1378527734427611140,769585873121779713,sasikumar196,SASIKUMARᵛᵃˡᶤᵐᵃᶤ,"#தல வெறியன்💥💥💥
#HARDWORKER😎😎
MOVIE LOVER😍😍
Madurai 😎","Chennai, India",False,"@Magi_offc @Magesh_Az Can can 
#Valimai 

#AdvanceHBDTHALAAjith",True,0,0,0,0,2021-04-04 01:59:58 UTC,az-vaccine,
39,1378506347671588869,3399895029,LaphandLele,Lele Laphand ,I’m just trying make money honey,"Louisiana, USA",False,@wdsu The Covid vaccine makes Covid go away? No. Especially since you reported that 126 people got Covid from the vaccine 😒,True,0,0,0,0,2021-04-04 00:34:59 UTC,vaccines,-1.0
40,1378678754885652480,1255179848328323072,JustinG60700262,Justin Griffin,Observant,"Minnesota, USA",False,The more you know! https://t.co/HzOl0dPwgX,True,0,0,0,0,2021-04-04 12:00:04 UTC,vaccines,
41,1378800801875816448,1242358715224743936,FennisPat,Pat Fennis,whole lotta awesomeness right here,Western Canada,False,Max is getting shit for this one. https://t.co/f5mJbH9ATI,True,0,0,0,0,2021-04-04 20:05:02 UTC,vaccines,
42,1378571770781970434,58808741,cameron954,cameron scott,slinger of the good Oregon Juice. curator of The Foxy Brown. band leader of #east32 @east32finstailgate. softball hack. music addict. dedicated dad and husband.,ft. lauderdale,False,@Richard06467410 The throws he made in the Chiefs game had my jaw on the floor. And to whom he was throwing to made it even more special. He’s was beating elite coverage with precision.  That game along w the AZ game proved to me he’s the right guy.,True,0,0,0,0,2021-04-04 04:54:57 UTC,az-vaccine,
43,1378778170640494599,1273996705168531458,SeaAitch1,SeaAitch,"The EU is an economic giant, a political dwarf and a military worm.",outside the EU,False,"@Ponett2 @ThierryBreton Look it up. UK produce AZ, Novavax, Valneva. Also moderna on order from Switzerland. 

Pfizer is the only one we need from the EU. Which EU currently need the UK to supply lipids for.",True,0,0,0,0,2021-04-04 18:35:06 UTC,"az-vaccine,m-vaccine",0.0
44,1378765545135300608,1361419818205917185,im0bye,𝚘𝚋𝚢𝚎,17 🏳️‍🌈,"Long Island, NY",False,@ms_dee2121 just get the vaccine. it’s free,True,0,0,0,0,2021-04-04 17:44:56 UTC,vaccines,1.0
45,1378712675706761220,1344577548517195776,Willy_Idol,Willy Idol,Right Cock 🐥,"Los Angeles, CA",False,"@AllanDryer @Kilky432 @devisridhar Microbiology, covid vaccine development and covid medical research.

One is an expert in all 3, the other isn't qualified in any",True,0,0,0,0,2021-04-04 14:14:51 UTC,vaccines,0.0
46,1378506357058506757,22779150,KevinRisen,Kevin Risen,"Sports enthusiast, fan of comedy, good food and drink, all about that which is good and great in Colorado.","Denver, Colorado",False,@adelebiden Relax. It’s just like every other vaccine,True,0,0,0,0,2021-04-04 00:35:01 UTC,vaccines,1.0
47,1378510122360565760,978474462340263936,founder_solo,Solo founder,Strength through optimism,"San Francisco, CA",False,"@eladgil I dont agree with this. I will take the vaccine and people should for the benefit of themselves and others. But force is something we go into as last resort to get to 60 % if all other efforts fail, not gleefully while the vaccine queue is still full",True,0,0,0,0,2021-04-04 00:49:59 UTC,vaccines,1.0
48,1378501287361191938,1166563975640899584,OliverJPocock,Oliver Pocock 🕯,"He / Him. A watcher of both History and Politics. University Student. Retail Worker. Member of the Australian Labor Party.


Retweets ≠ Endorsement","Sydney, Australia",False,"The week's topics:
- the #March4Justice movement (showcasing the difference between Morrison and Berejiklian in handling MPs accused of sexual crimes)

- the vaccine roll-out

- the upcoming 2021-22 Budget

- instability in the Liberal Party

#Insiders #ImaginaryInsiders #AusPol",True,0,0,1,0,2021-04-04 00:14:52 UTC,vaccines,0.0
49,1378710192473448455,21532496,cjayewong,Dr. Christine Wong,"Passionate Torontonian, an extroverted introvert. She/her. For science content, check out my alter ego @ScienceConfab",Toronto ON Canada,False,"@NathanStall @DFisman Meanwhile, checking the hospital vaccine sites for available appointments like...... https://t.co/9yqSqaBlkE",True,0,0,0,0,2021-04-04 14:04:59 UTC,vaccines,0.0
50,1378490025348767746,536625041,Clscoleman,Cheryl,Opinions are my own and not those of my employer or any organization.,Sunny~Saskatchewan,False,@PaulHarasen @SaskHealth Yup - run 24 hours until you run out of vaccine.,True,0,0,0,0,2021-04-03 23:30:07 UTC,vaccines,1.0
51,1378618312230371335,812295444604866560,rec777777,REC,"Decades in Global Trade and Finance.

I'd rather argue with a hundred idiots than agree with one.","South West, England",False,"@BorisLiesRants @BorisJohnson @BBCPolitics Would have been 250k with Magic Grandpa after he waited for the unions.

Or Captain Hindsight would have kept us in the EMA, so a vaccine nightmare.

Thank god @BorisJohnson won.

@BBCBreakfast",True,0,0,0,0,2021-04-04 07:59:53 UTC,vaccines,0.0
52,1378625933947535365,1237609855340261376,charliblaq,the curse of la rona,"RIP My Acrylics 2013-2020
Black Girl Joy on https://t.co/5FJAgI1pUS (@BFFdotFM)
Thursdays 12 - 2pm PST",Dionne Warwick Knows,False,I'm ready for vaccine passport discourse as it relates to San Francisco's sex clubs. It's time.,True,0,0,0,0,2021-04-04 08:30:10 UTC,vaccines,0.0
53,1378798249738395648,1234773116,_jwynny,James,Can I offer you a nice egg in this trying time?,Shropshire/Leicester,False,Starmer's chance to do something useful. Will he take it? Will he bollocks. https://t.co/UfhzFHfvx7,True,0,0,0,0,2021-04-04 19:54:54 UTC,vaccines,
54,1378769357455683593,716404871214141440,Louisbotelho17,Louis Botelho,fossil fuel denier,land sea air & space ,False,"@mogensen_mr @iliketeslas @kimpaquette @GiadRoger @LeilaniMunter Everyone stop being stupid. Vaccines work. People die for all kinds of reasons everyday. Vaccines don't prevent deaths from heart attacks or strokes. Some who get vaxxed will die soon after, but it won't be because of the vaccine.",True,0,0,0,0,2021-04-04 18:00:05 UTC,vaccines,1.0
55,1378686287083937794,14339355,scottmcleod,Scott McLeod,"Proud Paramedic, Firefighter, Simulationist, Media Specialist and Geek. All opinions are my own and do not reflect my employers.","Ottawa, Ontario, Canada",False,"@TheNerdyNurse Vaccine passports existed before COVID. They're what allows kids to go to school, and what helps public health track your vaccine dates as you grow up.

My employer and ministry of health requires them so I can practice.

This is not a new concept.",True,0,0,0,0,2021-04-04 12:30:00 UTC,vaccines,0.0
56,1378766801438445575,1272550178554359809,psychojimn,min🔮,"Because that moon looked lonely, Because it looked like it’s crying bright in the night sky...🌙",ymk| she/her | 23 | 🇭🇺,False,sexy https://t.co/kObe2cGMCN https://t.co/eEnnInaI7C,True,0,0,0,0,2021-04-04 17:49:56 UTC,az-vaccine,
57,1378832284602617857,211401190,hgbell,Helen Salkeld,"Grew up out of Walgett, went to school in Sydney Abbotsleigh), BA from UNE. Thirty years at Scone NSW. Guest on Kaurna and Peramangk country.","Adelaide and Macclesfield, SA",False,@LesStonehouse What vaccine?,True,0,0,0,0,2021-04-04 22:10:08 UTC,vaccines,0.0
58,1378737930919886851,68286225,erinleeryan,Dr Erin Ryan,"Doctor of the flying space rocks who sciences data, curser of #Python, master gardener of @modicello, collector of orchids, tweets mine & not employer's.",Near the crabby impact crater,False,@gkygirlengineer *sends hugs* yeah I get jab two on Friday but we have no idea when Mark will get his.,True,0,0,0,0,2021-04-04 15:55:13 UTC,vaccines,0.0
59,1378700124017278978,1377634176573321220,MrNotANiceGuy69,MrNotANiceGuy,"what a rotten way to die.

don't take me seriously im just here to troll.","UNATCO headquarter, New York.",False,"@teef55115 get them vaccinated there is enough time before the exams, it takes 21 days for the vaccine to be fully applied 2 more weeks for it to give it full effect making it a total of 35 days before your parents become safe from covid, and having cancer will give them priority to vacc.",True,0,0,0,0,2021-04-04 13:24:59 UTC,vaccines,1.0
60,1378824735245602816,2257349307,Nice_White_Lady,Tina,Co-host @talkinsmash. She/her. #Spoonie. Disabled mom. https://t.co/eSJUkZMGV6. Header➡️@winhomer79 🏳️‍🌈♿️,"Occupied Lenapehoking (NJ,USA)",False,@Ken_AZ_AWS It’s definitely up there for me.,True,0,0,0,0,2021-04-04 21:40:08 UTC,az-vaccine,
61,1378604467617079299,14066035,Merz,Alex Merz,"Professor of Biochemistry @UW
cell bio · infectious disease · med ed

☣️ 🧬🧪🔬 🏳️‍🌈 ✊🏿 🗽 🇺🇸

Coincidences between my opinions and UW's are coincidental.",Puget Sound Duwamish/Salish territory,False,"@MockDelbourne @michaelzlin @michaelmina_lab @zeynep If, as you imply, the human response to vaccination was truly understood, we would have vaccines against many infectious diseases that are major blights — HIV, Plasmodium, TB, etc. A universal flu vaccine.",True,0,0,0,0,2021-04-04 07:04:52 UTC,vaccines,0.0
62,1377689695082139650,4861961130,MMMacLean3,M-M MacLean,Marie-Madeleine MacLean,"Beverly Hills, CA",False,LIVE: Anti-Vaccine Doctor Testifies at Senate Homeland Security Hearing ... https://t.co/WTj9keNkWA via @YouTube,False,0,0,0,0,2021-04-01 18:29:54 UTC,vaccines,0.0
63,1377596625871273990,21662591,sudburydotcom,Sudbury .com,"https://t.co/u7aVzCy0eu is the No. 1 source for community news and information in Greater Sudbury, Ontario.","Sudbury, ON",False,COVID-19: Johnson &amp; Johnson vaccine batch fails quality check https://t.co/JLVlh8PM6l https://t.co/E73NwfgwJP,False,0,0,0,0,2021-04-01 12:20:04 UTC,vaccines,-1.0
64,1377625552010502148,238205888,QueensuMedia,Queen's News & Media,Reporters & producers: follow us if you are looking for experts and news stories. Contact info for our media team can be found at listed URL. #queensu,"Kingston, ONT Canada",False,#queensu expert @skepticallDoc @QueensDOM tells @thecurrentcbc @mattgallowaycbc about when you can do when you get the COVID-19 vaccine. https://t.co/woxU6AFxYK,False,0,0,0,0,2021-04-01 14:15:01 UTC,vaccines,0.0
65,1377487134047625216,1665246192,aship64,ASHI PARASHAR,"Performing Artist and Trainer, Author, Life-Coach","Chandigarh, India",False,"My Mom through this video wants to encourage everyone who are feeling apprehensive about Covid Vaccine. Don't fear, get jabbed. @deeptrivediblog @SrBachchan @narendramodi @mlkhattar @COVID19Tracking @covidvaccine @adarpoonawalla @cmohry @CovidHaryana @AmitShah @Arogyasetu https://t.co/WFKpRmDWKv",False,0,0,0,0,2021-04-01 05:04:59 UTC,vaccines,1.0
66,1377487170655514629,1232520956335153153,tarun_nats4bjp,Tarun Kumar Dhawan,"(देश के प्रति वफ़ादारी बाकी सभी वफाओं से आगे आती हैं!) एक ही ध्येय, देश और समाज का कल्याण और काम के प्रति सम्पूर्ण निष्ठा,सम्पूर्ण भारत में BJP,  @tarun_nats4bjp","Jhilmil Colony, New Delhi",False,"@narendramodi, @PMOIndia
Deareast and respected, caring and responsible PRIMEMINISTER SIR,
Many many thnx for covid vaccine https://t.co/EJ7V146OqY",False,1,0,0,0,2021-04-01 05:05:08 UTC,vaccines,1.0
67,1377694778763149319,1364989839612014592,IdahoCapitalSun,Idaho Capital Sun,"Accountability reporting for the 208’s political landscape. We aim to tell untold stories and provide data, context and analysis on the issues that matter most.","Boise, Idaho",False,Looking for a vaccine appointment in the Boise area? This event has openings.  https://t.co/fM12rTRrmT,False,0,0,0,0,2021-04-01 18:50:06 UTC,vaccines,0.0
68,1377609165292634115,1331159415261704192,ItsAdetita,Highest Jujamaican™,Speaking from my many years of inexperience 💀,Sands of History,False,"BREAKING NEWS 

Tanzanians reportedly sneaking into Kenya for the Covid vaccine after the virus finally breached their walls due to the crash of their best antivirus Magufuli 2.0.",False,0,0,0,0,2021-04-01 13:09:54 UTC,vaccines,1.0
69,1377492182425337857,1207100010300608512,teqin1x,teq,no eor for @47console x diamond lnu,"Cyth, Jolt, Reqtte",False,Dick limousine i need a vaccine,False,0,0,0,0,2021-04-01 05:25:03 UTC,vaccines,1.0
70,1377736278335176711,898776342,SanderskjJ,Kenneth J.,"NY Jet fan since 1968, Enjoy trail riding. Hard-Core Conservative. Tired of biting my tongue. #MaGa 🇺🇸#DrainTheSwamp May God Bless us",Gettysburg  PA,False,"Thank God that 15 million vaccine screw up didn’t happen on Trump watch,, cuz someway somehow we know they would say he was responsible.",False,0,0,0,0,2021-04-01 21:35:00 UTC,vaccines,-1.0
71,1377478338059456512,145633429,tenforever,SHASHANK Pawar,Worships @sachin_rt | Forever student of Computer Science and Technology | Loves movies and country music | Always a Gamer and Sporty |,404,False,Factory mix-up spoils 15 million doses of J&amp;J COVID vaccine https://t.co/FlJCUooxMZ,False,0,0,0,0,2021-04-01 04:30:02 UTC,vaccines,0.0
72,1377446877851959300,2731813543,CoachNinah,Ninah Jay,"We are in the End times. If you do not know Jesus Christ, it is time to get to know him. If you are a Believer, it is time to wake up!",A Call in the Desert,False,A key reason my parents got the v*x is because white people were getting it first &amp; they felt like ‘the man’ was trying to get one over on them. PSA for Black folks: Don’t allow a EUGENICS agenda slathered in racial propaganda delude you into taking the jab! #MoreLies,False,0,0,0,0,2021-04-01 02:25:02 UTC,vaccines,-1.0
73,1377668335140282370,858351860,BHLouisville,Baptist Health Louisville,"Formerly known as Baptist Hospital East, Baptist Health Louisville is a 519-bed hospital offering a wide range of healthcare services.","Louisville, Kentucky",False,"COVID-19 first-dose vaccine appts are now available at Baptist Health Louisville. Quantities are limited and go quickly - please check back often. Click here to schedule yours now:
https://t.co/hjI1GwaE5U",False,0,0,0,0,2021-04-01 17:05:01 UTC,vaccines,0.0
